Scenario - test												
Logfile written - 11/09/2022 16:07:25												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
Picture	3-114-1-3	hit	1	9063	7	4956559	7	5166	7	130000	5000	
Sound	P2/both	other				5002056	1			25000		
Sound	test03	other				5048556	1			71500		
Picture	3-214-1-3	hit	1	10168	8	5107374	7	5166	7	130000	5000	
Sound	P2/both	other				5152872	1			25000		
Sound	f04	other				5199371	1			71500		
Picture	3-114-1-3	hit	1	10713	7	5258189	7	5166	7	130000	5000	
Sound	P2/both	other				5303687	1			25000		
Sound	f18	other				5350186	1			71500		
Picture	2-114-2-2	hit	1	16537	8	5409004	7	5166	7	130000	5000	
Sound	P0/none1	other				5454501	1			25000		
Sound	f19	other				5501002	1			71500		
Picture	3-121-1-3	incorrect	1	9882	7	5559819	7	5166	7	130000	5000	
Sound	P0/none	other				5605317	1			25000		
Sound	test09	other				5651817	1			71500		
Picture	2-211-1-2	incorrect	2	13067	9	5710635	7	5166	7	130000	5000	
Sound	P0/none	other				5756132	1			25000		
Sound	f02	other				5802632	1			71500		
Picture	3-121-2-3	hit	2	12172	7	5861450	7	5166	7	130000	5000	
Sound	P0/none	other				5906947	1			25000		
Sound	n13	other				5953447	1			71500		
Picture	2-221-1-2	hit	2	14477	7	6012265	7	5166	7	130000	5000	
Sound	P1/tapping1	other				6057762	1			25000		
Sound	f16	other				6104262	1			71500		
Picture	3-112-1-3	hit	1	10941	7	6163080	7	5166	7	130000	5000	
Sound	P1/tapping	other				6208577	1			25000		
Sound	n14	other				6255077	1			71500		
Picture	3-112-1-3	hit	1	9886	8	6313895	7	5166	7	130000	5000	
Sound	P1/tapping	other				6359392	1			25000		
Sound	f07	other				6405892	1			71500		
Picture	2-112-1-2	incorrect	2	16110	7	6464710	7	5166	7	130000	5000	
Sound	P1/tapping	other				6510208	1			25000		
Sound	n11	other				6556707	1			71500		
Picture	2-112-1-2	hit	1	12175	7	6615525	7	5166	7	130000	5000	
Sound	P2/both1	other				6661023	1			25000		
Sound	test10	other				6707523	1			71500		
Picture	2-224-1-2	hit	2	9440	8	6766340	7	5166	7	130000	5000	
Sound	P2/both	other				6811838	1			25000		
Sound	test14	other				6858338	1			71500		
Picture	3-224-1-3	hit	2	9105	8	6917155	7	5166	7	130000	5000	
Sound	P2/both	other				6962653	1			25000		
Sound	test21	other				7009153	1			71500		
Picture	2-224-2-2	incorrect	1	11409	7	7067971	7	5166	7	130000	5000	
Sound	P2/both	other				7113468	1			25000		
Sound	test11	other				7159968	1			71500		
Picture	3-224-1-3	hit	2	11714	7	7218786	7	5166	7	130000	5000	
Sound	P1/tapping1	other				7264283	1			25000		
Sound	f22	other				7310783	1			71500		
Picture	3-112-1-3	incorrect	2	11939	7	7369601	7	5166	7	130000	5000	
Sound	P1/tapping	other				7415095	41			25000		
Sound	n12	other				7461598	1			71500		
Picture	3-112-1-3	hit	1	9364	7	7520416	7	5166	7	130000	5000	
Sound	P1/tapping	other				7565913	1			25000		
Sound	test25	other				7612413	1			71500		
Picture	3-222-1-3	incorrect	1	11028	7	7671231	7	5166	7	130000	5000	
Sound	P1/tapping	other				7716728	1			25000		
Sound	f20	other				7763229	1			71500		
Picture	3-112-1-3	hit	1	11573	7	7822046	7	5166	7	130000	5000	
Sound	P0/none1	other				7867544	1			25000		
Sound	f12	other				7914044	1			71500		
Picture	3-111-1-3	hit	1	9238	7	7972862	7	5166	7	130000	5000	
Sound	P0/none	other				8018359	1			25000		
Sound	test06	other				8064859	1			71500		
Picture	2-211-1-2	hit	1	9143	8	8123677	7	5166	7	130000	5000	
Sound	P0/none	other				8169174	1			25000		
Sound	f06	other				8215674	1			71500		
Picture	2-121-1-2	incorrect	1	10567	8	8274492	7	5166	7	130000	5000	
Sound	P0/none	other				8319989	1			25000		
Sound	n10	other				8366489	1			71500		
Picture	3-111-1-3	hit	1	9592	7	8425307	7	5166	7	130000	5000	
Sound	P2/beat1	other				8470805	1			25000		
Sound	f13	other				8517304	1			71500		
Picture	2-123-1-2	hit	2	11577	7	8576122	7	5166	7	130000	5000	
Sound	P2/beat	other				8621619	1			25000		
Sound	test22	other				8668119	1			71500		
Picture	2-213-2-2	hit	1	9801	7	8726937	7	5166	7	130000	5000	
Sound	P2/beat	other				8772434	1			25000		
Sound	n09	other				8818934	1			71500		
Picture	3-223-1-3	hit	2	11866	7	8877752	7	5166	7	130000	5000	
Sound	P2/beat	other				8923250	1			25000		
Sound	test19	other				8969750	1			71500		
Picture	2-213-1-2	hit	1	11931	7	9028567	7	5166	7	130000	5000	
												
The following output port codes were not sent because of a conflict on the port.												
Port	Code	Time(ms)										
1	2	741514										
												
												
{												
"   ""app"": ""Presentation Version 22.1 Build 01.21.21"","												
"   ""device"": ""Dell Inc. OptiPlex 7050"","												
"   ""experiment"": ""{C8E97CB4-6FCA-44FA-B866-4A2D94B6B85C}"","												
"   ""os"": ""Windows 10 64 bit"","												
"   ""package"": """","												
"   ""parameters"": {"												
"      ""configuration"": ""Default configuration"""												
   },												
"   ""scenario"": ""entrain_list1_sess2_EB.sce"","												
"   ""subject"": ""019"","												
"   ""timestamp"": ""2022/11/09 14:52:16 GMT"""												
}												
