Scenario - test												
Logfile written - 11/09/2022 16:07:25												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
18	28	Response	53	4116583	44417	1						
18	28	Response	53	4121863	49697	2						
18	28	Response	53	4126023	53857	1						
18	28	Response	53	4131863	59697	1						
18	28	Response	53	4136983	64817	1						
18	28	Response	53	4141463	69297	1						
18	28	Sound	test17	4143666	71500	1			71500		other	0
18	28	Picture	2-222-2-2	4202483	130318	7	5166	7	130000	5000	incorrect	200
18	28	Response	51	4213943	141777	2						
18	29	Sound	P2/beat1	4247981	25000	1			25000		other	0
18	29	Sound	f10	4294481	71500	1			71500		other	0
18	29	Picture	2-123-1-2	4353299	130318	7	5166	7	130000	5000	hit	204
18	29	Response	62	4367543	144562	1						
18	30	Sound	P2/beat	4398796	25000	1			25000		other	0
18	30	Sound	test01	4445296	71500	1			71500		other	0
18	30	Picture	2-223-1-2	4504114	130318	7	5166	7	130000	5000	hit	208
18	30	Response	62	4517062	143266	1						
18	31	Sound	P2/beat	4549611	25000	1			25000		other	0
18	31	Sound	test12	4596111	71500	1			71500		other	0
18	31	Picture	2-213-1-2	4654929	130317	7	5166	7	130000	5000	incorrect	212
18	31	Response	52	4669143	144531	1						
18	32	Sound	P2/beat	4700426	25000	1			25000		other	0
18	32	Sound	test08	4746926	71500	1			71500		other	0
18	32	Picture	2-223-1-2	4805744	130317	7	5166	7	130000	5000	hit	216
18	32	Response	62	4820502	145076	1						
18	33	Sound	P2/both1	4851241	25000	1			25000		other	0
18	33	Response	53	4857062	30821	1						
18	33	Response	53	4862982	36741	2						
18	33	Response	53	4868982	42741	1						
18	33	Response	53	4875062	48821	1						
18	33	Response	53	4881142	54901	2						
18	33	Response	53	4886823	60581	1						
18	33	Response	53	4892182	65941	1						
18	33	Sound	f09	4897741	71500	1			71500		other	0
18	33	Picture	3-114-1-3	4956559	130318	7	5166	7	130000	5000	hit	227
18	33	Response	61	4965622	139381	1						
18	34	Sound	P2/both	5002056	25000	1			25000		other	0
18	34	Response	53	5003782	26726	1						
18	34	Response	53	5008502	31446	1						
18	34	Response	53	5014182	37126	1						
18	34	Response	53	5019782	42726	1						
18	34	Response	53	5025542	48486	1						
18	34	Response	53	5031382	54326	1						
18	34	Response	53	5037382	60326	1						
18	34	Response	53	5043222	66166	1						
18	34	Sound	test03	5048556	71500	1			71500		other	0
18	34	Picture	3-214-1-3	5107374	130318	7	5166	7	130000	5000	hit	239
18	34	Response	61	5117542	140485	2						
18	35	Sound	P2/both	5152872	25000	1			25000		other	0
18	35	Response	53	5154822	26950	1						
18	35	Response	53	5159462	31590	1						
18	35	Response	53	5164982	37110	1						
18	35	Response	53	5170742	42870	1						
18	35	Response	53	5176503	48631	2						
18	35	Response	53	5182422	54550	1						
18	35	Response	53	5188103	60231	2						
18	35	Response	53	5194102	66230	1						
18	35	Sound	f04	5199371	71500	1			71500		other	0
18	35	Picture	3-114-1-3	5258189	130317	7	5166	7	130000	5000	hit	251
18	35	Response	61	5268902	141030	1						
18	36	Response	53	5300982	22295	1						
18	36	Sound	P2/both	5303687	25000	1			25000		other	0
18	36	Response	53	5308822	30135	1						
18	36	Response	53	5314662	35975	1						
18	36	Response	53	5320742	42055	1						
18	36	Response	53	5326502	47815	1						
18	36	Response	53	5332502	53815	1						
18	36	Response	53	5338262	59575	1						
18	36	Response	53	5344262	65575	1						
18	36	Sound	f18	5350186	71500	1			71500		other	0
18	36	Picture	2-114-2-2	5409004	130317	7	5166	7	130000	5000	hit	263
18	36	Response	61	5425542	146855	2						
18	37	Sound	P0/none1	5454501	25000	1			25000		other	0
18	37	Sound	f19	5501002	71500	1			71500		other	0
18	37	Picture	3-121-1-3	5559819	130318	7	5166	7	130000	5000	incorrect	267
18	37	Response	51	5569702	140200	1						
18	38	Sound	P0/none	5605317	25000	1			25000		other	0
18	38	Sound	test09	5651817	71500	1			71500		other	0
18	38	Picture	2-211-1-2	5710635	130318	7	5166	7	130000	5000	incorrect	271
18	38	Response	52	5723702	143385	3						
18	39	Sound	P0/none	5756132	25000	1			25000		other	0
18	39	Sound	f02	5802632	71500	1			71500		other	0
18	39	Picture	3-121-2-3	5861450	130318	7	5166	7	130000	5000	hit	275
18	39	Response	62	5873622	142490	1						
18	40	Sound	P0/none	5906947	25000	1			25000		other	0
18	40	Sound	n13	5953447	71500	1			71500		other	0
18	40	Picture	2-221-1-2	6012265	130318	7	5166	7	130000	5000	hit	279
18	40	Response	62	6026741	144794	1						
18	41	Sound	P1/tapping1	6057762	25000	1			25000		other	0
18	41	Response	53	6059541	26779	1						
18	41	Response	53	6064501	31739	1						
18	41	Response	53	6070341	37579	1						
18	41	Response	53	6075541	42779	2						
18	41	Response	53	6080821	48059	1						
18	41	Response	53	6086261	53499	1						
18	41	Response	53	6091701	58939	2						
18	41	Response	53	6096661	63898	1						
18	41	Response	53	6101701	68939	1						
18	41	Sound	f16	6104262	71500	1			71500		other	0
18	41	Picture	3-112-1-3	6163080	130318	7	5166	7	130000	5000	hit	292
18	41	Response	61	6174021	141259	1						
18	42	Sound	P1/tapping	6208577	25000	1			25000		other	0
18	42	Response	53	6212901	29324	1						
18	42	Response	53	6218581	35004	2						
18	42	Response	53	6224421	40844	2						
18	42	Response	53	6229541	45964	2						
18	42	Response	53	6235221	51644	1						
18	42	Response	53	6240821	57244	1						
18	42	Response	53	6246341	62764	1						
18	42	Response	53	6251621	68044	1						
18	42	Sound	n14	6255077	71500	1			71500		other	0
18	42	Picture	3-112-1-3	6313895	130317	7	5166	7	130000	5000	hit	304
18	42	Response	61	6323781	140203	2						
18	43	Sound	P1/tapping	6359392	25000	1			25000		other	0
18	43	Response	53	6364261	29868	1						
18	43	Response	53	6370261	35868	1						
18	43	Response	53	6375061	40668	1						
18	43	Response	53	6380181	45788	1						
18	43	Response	53	6385781	51388	1						
18	43	Response	53	6391701	57308	1						
18	43	Response	53	6397061	62668	1						
18	43	Response	53	6401701	67308	1						
18	43	Sound	f07	6405892	71500	1			71500		other	0
18	43	Picture	2-112-1-2	6464710	130318	7	5166	7	130000	5000	incorrect	316
18	43	Response	52	6480821	146428	1						
18	44	Sound	P1/tapping	6510208	25000	1			25000		other	0
18	44	Response	53	6515061	29853	2						
18	44	Response	53	6520661	35453	2						
18	44	Response	53	6526101	40893	1						
18	44	Response	53	6531301	46093	1						
18	44	Response	53	6536661	51453	2						
18	44	Response	53	6541941	56733	2						
18	44	Response	53	6547221	62013	1						
18	44	Sound	n11	6556707	71500	1			71500		other	0
18	44	Picture	2-112-1-2	6615525	130317	7	5166	7	130000	5000	hit	327
18	44	Response	61	6627701	142493	1						
18	45	Sound	P2/both1	6661023	25000	1			25000		other	0
18	45	Response	53	6665861	29838	1						
18	45	Response	53	6671541	35518	1						
18	45	Response	53	6677301	41278	1						
18	45	Response	53	6683300	47278	1						
18	45	Response	53	6689541	53518	2						
18	45	Response	53	6695621	59598	1						
18	45	Response	53	6701621	65598	1						
18	45	Sound	test10	6707523	71500	1			71500		other	0
18	45	Response	53	6708100	72078	2						
18	45	Picture	2-224-1-2	6766340	130317	7	5166	7	130000	5000	hit	339
18	45	Response	62	6775781	139758	2						
18	46	Sound	P2/both	6811838	25000	1			25000		other	0
18	46	Response	53	6813301	26463	1						
18	46	Response	53	6817941	31103	2						
18	46	Response	53	6823861	37023	1						
18	46	Response	53	6829541	42703	4						
18	46	Response	53	6834661	47823	1						
18	46	Response	53	6840580	53742	1						
18	46	Response	53	6846821	59983	1						
18	46	Response	53	6852661	65823	1						
18	46	Sound	test14	6858338	71500	1			71500		other	0
18	46	Picture	3-224-1-3	6917155	130317	7	5166	7	130000	5000	hit	351
18	46	Response	62	6926261	139423	2						
18	47	Response	53	6962100	24447	1						
18	47	Sound	P2/both	6962653	25000	1			25000		other	0
18	47	Response	53	6967780	30127	1						
18	47	Response	53	6973860	36207	1						
18	47	Response	53	6979620	41967	2						
18	47	Response	53	6985700	48047	1						
18	47	Response	53	6991140	53487	1						
18	47	Response	53	6996822	59169	3						
18	47	Response	53	7003060	65407	2						
18	47	Sound	test21	7009153	71500	1			71500		other	0
18	47	Picture	2-224-2-2	7067971	130318	7	5166	7	130000	5000	incorrect	363
18	47	Response	51	7079380	141727	1						
18	48	Response	53	7113220	24752	1						
18	48	Sound	P2/both	7113468	25000	1			25000		other	0
18	48	Response	53	7118660	30192	1						
18	48	Response	53	7124341	35873	2						
18	48	Response	53	7130340	41872	1						
18	48	Response	53	7136100	47632	1						
18	48	Response	53	7142500	54032	1						
18	48	Response	53	7148660	60192	1						
18	48	Response	53	7154260	65792	1						
18	48	Sound	test11	7159968	71500	1			71500		other	0
18	48	Picture	3-224-1-3	7218786	130317	7	5166	7	130000	5000	hit	375
18	48	Response	62	7230500	142032	1						
18	49	Sound	P1/tapping1	7264283	25000	1			25000		other	0
18	49	Response	53	7266100	26817	1						
18	49	Response	53	7270820	31537	1						
18	49	Response	53	7277380	38097	1						
18	49	Response	53	7283061	43777	2						
18	49	Response	53	7289300	50017	2						
18	49	Response	53	7294820	55537	1						
18	49	Response	53	7300500	61217	2						
18	49	Response	53	7306100	66817	2						
18	49	Sound	f22	7310783	71500	1			71500		other	0
18	49	Picture	3-112-1-3	7369601	130318	7	5166	7	130000	5000	incorrect	387
18	49	Response	52	7381540	142257	1						
18	50	Response	53	7415055	24957	80						
18	50	Sound	P1/tapping	7415095	24997	41			25000		other	0
18	50	Response	53	7420340	30242	1						
18	50	Response	53	7427140	37041	1						
18	50	Response	53	7432740	42641	2						
18	50	Response	53	7438100	48002	1						
18	50	Response	53	7443620	53522	2						
18	50	Response	53	7449060	58961	2						
18	50	Response	53	7455380	65281	1						
18	50	Sound	n12	7461598	71500	1			71500		other	0
18	50	Picture	3-112-1-3	7520416	130318	7	5166	7	130000	5000	hit	399
18	50	Response	61	7529780	139682	1						
18	51	Sound	P1/tapping	7565913	25000	1			25000		other	0
18	51	Response	53	7566820	25906	2						
18	51	Response	53	7572101	31187	2						
18	51	Response	53	7578500	37586	1						
18	51	Response	53	7584500	43586	1						
18	51	Response	53	7590500	49586	1						
18	51	Response	53	7596579	55666	1						
18	51	Response	53	7602020	61106	1						
18	51	Response	53	7607540	66626	1						
18	51	Sound	test25	7612413	71500	1			71500		other	0
18	51	Picture	3-222-1-3	7671231	130318	7	5166	7	130000	5000	incorrect	411
18	51	Response	51	7682259	141346	1						
18	52	Sound	P1/tapping	7716728	25000	1			25000		other	0
18	52	Response	53	7719860	28131	1						
18	52	Response	53	7725219	33491	1						
18	52	Response	53	7731379	39651	2						
18	52	Response	53	7737219	45491	1						
18	52	Response	53	7742580	50852	2						
18	52	Response	53	7748739	57011	1						
18	52	Response	53	7754099	62371	1						
18	52	Response	53	7759539	67811	1						
18	52	Sound	f20	7763229	71500	1			71500		other	0
18	52	Picture	3-112-1-3	7822046	130318	7	5166	7	130000	5000	hit	423
18	52	Response	61	7833619	141891	1						
18	53	Sound	P0/none1	7867544	25000	1			25000		other	0
18	53	Sound	f12	7914044	71500	1			71500		other	0
18	53	Picture	3-111-1-3	7972862	130318	7	5166	7	130000	5000	hit	427
18	53	Response	61	7982100	139556	1						
18	54	Sound	P0/none	8018359	25000	1			25000		other	0
18	54	Sound	test06	8064859	71500	1			71500		other	0
18	54	Picture	2-211-1-2	8123677	130318	7	5166	7	130000	5000	hit	431
18	54	Response	61	8132819	139460	2						
18	55	Sound	P0/none	8169174	25000	1			25000		other	0
18	55	Sound	f06	8215674	71500	1			71500		other	0
18	55	Picture	2-121-1-2	8274492	130318	7	5166	7	130000	5000	incorrect	435
18	55	Response	51	8285059	140885	2						
18	56	Sound	P0/none	8319989	25000	1			25000		other	0
18	56	Sound	n10	8366489	71500	1			71500		other	0
18	56	Picture	3-111-1-3	8425307	130317	7	5166	7	130000	5000	hit	439
18	56	Response	61	8434899	139909	1						
18	57	Sound	P2/beat1	8470805	25000	1			25000		other	0
18	57	Sound	f13	8517304	71500	1			71500		other	0
18	57	Picture	2-123-1-2	8576122	130318	7	5166	7	130000	5000	hit	443
18	57	Response	62	8587699	141894	1						
18	58	Sound	P2/beat	8621619	25000	1			25000		other	0
18	58	Sound	test22	8668119	71500	1			71500		other	0
18	58	Picture	2-213-2-2	8726937	130318	7	5166	7	130000	5000	hit	447
18	58	Response	61	8736739	140119	1						
18	59	Sound	P2/beat	8772434	25000	1			25000		other	0
18	59	Sound	n09	8818934	71500	1			71500		other	0
18	59	Picture	3-223-1-3	8877752	130318	7	5166	7	130000	5000	hit	451
18	59	Response	62	8889618	142184	1						
18	60	Sound	P2/beat	8923250	25000	1			25000		other	0
18	60	Sound	test19	8969750	71500	1			71500		other	0
18	60	Picture	2-213-1-2	9028567	130318	7	5166	7	130000	5000	hit	455
18	60	Response	61	9040498	142248	1						
												
												
Event Type	Code	Type	Response	RT	RT Uncertainty	Time	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	
												
Sound	P2/beat1	other				25160	1			25000		
Sound	n05	other				71660	1			71500		
Picture	3-113-1-3	incorrect	2	12989	7	130478	7	5166	7	130000	5000	
Sound	P2/beat	other				175975	1			25000		
Sound	f05	other				222475	1			71500		
Picture	3-113-1-3	hit	1	9854	7	281293	7	5166	7	130000	5000	
Sound	P2/beat	other				326791	1			25000		
Sound	n01	other				373290	1			71500		
Picture	3-223-1-3	hit	2	11758	7	432108	7	5166	7	130000	5000	
Sound	P2/beat	other				477605	1			25000		
Sound	test15	other				524105	1			71500		
Picture	2-223-1-2	hit	2	16463	7	582923	7	5166	7	130000	5000	
Sound	P1/tapping1	other				628420	1			25000		
Sound	f08	other				674921	1			71500		
Picture	3-122-2-3	hit	2	17488	7	733738	7	5166	7	130000	5000	
Sound	P1/tapping	other				779235	1			25000		
Sound	f01	other				825735	1			71500		
Picture	2-122-1-2	hit	2	13154	9	884553	7	5166	7	130000	5000	
Sound	P1/tapping	other				930050	1			25000		
Sound	n03	other				976551	1			71500		
Picture	3-122-1-3	hit	2	14578	7	1035368	7	5166	7	130000	5000	
Sound	P1/tapping	other				1080865	1			25000		
Sound	test18	other				1127365	1			71500		
Picture	3-212-1-3	hit	1	12082	8	1186183	7	5166	7	130000	5000	
Sound	P2/both1	other				1231680	1			25000		
Sound	test13	other				1278180	1			71500		
Picture	3-214-1-3	incorrect	2	14068	7	1336998	7	5166	7	130000	5000	
Sound	P2/both	other				1382495	1			25000		
Sound	test04	other				1428995	1			71500		
Picture	2-224-1-2	incorrect	1	15412	7	1487813	7	5166	7	130000	5000	
Sound	P2/both	other				1533310	1			25000		
Sound	f15	other				1579810	1			71500		
Picture	3-124-1-3	hit	2	10757	8	1638628	7	5166	7	130000	5000	
Sound	P2/both	other				1684125	1			25000		
Sound	f21	other				1730625	1			71500		
Picture	3-124-1-3	hit	2	13462	7	1789443	7	5166	7	130000	5000	
Sound	P0/none1	other				1834940	1			25000		
Sound	n07	other				1881440	1			71500		
Picture	2-221-1-2	incorrect	1	9847	7	1940258	7	5166	7	130000	5000	
Sound	P0/none	other				1985755	1			25000		
Sound	n04	other				2032255	1			71500		
Picture	2-211-1-2	hit	1	9912	8	2091073	7	5166	7	130000	5000	
Sound	P0/none	other				2136570	1			25000		
Sound	f03	other				2183070	1			71500		
Picture	2-111-1-2	hit	1	13657	7	2241888	7	5166	7	130000	5000	
Sound	P0/none	other				2287385	1			25000		
Sound	test05	other				2333885	1			71500		
Picture	2-211-1-2	hit	1	10042	7	2392703	7	5166	7	130000	5000	
Sound	P2/beat1	other				2438200	1			25000		
Sound	test16	other				2484700	1			71500		
Picture	3-213-1-3	hit	1	9946	7	2543518	7	5166	7	130000	5000	
Sound	P2/beat	other				2589015	1			25000		
Sound	f11	other				2635515	1			71500		
Picture	3-113-1-3	hit	1	10011	7	2694333	7	5166	7	130000	5000	
Sound	P2/beat	other				2739830	1			25000		
Sound	test07	other				2786330	1			71500		
Picture	2-223-1-2	hit	2	13116	7	2845148	7	5166	7	130000	5000	
Sound	P2/beat	other				2890645	1			25000		
Sound	f23	other				2937146	1			71500		
Picture	2-113-1-2	hit	1	12301	7	2995963	7	5166	7	130000	5000	
Sound	P0/none1	other				3041461	1			25000		
Sound	test23	other				3087961	1			71500		
Picture	2-221-2-2	hit	2	11166	7	3146778	7	5166	7	130000	5000	
Sound	P0/none	other				3192276	1			25000		
Sound	f24	other				3238775	1			71500		
Picture	3-121-1-3	hit	2	14751	7	3297593	7	5166	7	130000	5000	
Sound	P0/none	other				3343090	1			25000		
Sound	n06	other				3389591	1			71500		
Picture	3-211-1-3	hit	1	11615	7	3448408	7	5166	7	130000	5000	
Sound	P0/none	other				3493905	1			25000		
Sound	test24	other				3540406	1			71500		
Picture	2-221-1-2	hit	2	13280	7	3599223	7	5166	7	130000	5000	
Sound	P1/tapping1	other				3644721	1			25000		
Sound	test02	other				3691220	1			71500		
Picture	2-212-1-2	hit	1	16225	7	3750038	7	5166	7	130000	5000	
Sound	P1/tapping	other				3795535	1			25000		
Sound	f14	other				3842036	1			71500		
Picture	2-122-2-2	hit	2	12290	8	3900853	7	5166	7	130000	5000	
Sound	P1/tapping	other				3946351	1			25000		
Sound	f17	other				3992851	1			71500		
Picture	3-122-1-3	hit	2	14515	7	4051668	7	5166	7	130000	5000	
Sound	P1/tapping	other				4097166	1			25000		
Sound	test17	other				4143666	1			71500		
Picture	2-222-2-2	incorrect	1	11460	8	4202483	7	5166	7	130000	5000	
Sound	P2/beat1	other				4247981	1			25000		
Sound	f10	other				4294481	1			71500		
Picture	2-123-1-2	hit	2	14244	7	4353299	7	5166	7	130000	5000	
Sound	P2/beat	other				4398796	1			25000		
Sound	test01	other				4445296	1			71500		
Picture	2-223-1-2	hit	2	12949	7	4504114	7	5166	7	130000	5000	
Sound	P2/beat	other				4549611	1			25000		
Sound	test12	other				4596111	1			71500		
Picture	2-213-1-2	incorrect	2	14214	7	4654929	7	5166	7	130000	5000	
Sound	P2/beat	other				4700426	1			25000		
Sound	test08	other				4746926	1			71500		
Picture	2-223-1-2	hit	2	14758	7	4805744	7	5166	7	130000	5000	
Sound	P2/both1	other				4851241	1			25000		
Sound	f09	other				4897741	1			71500		
