Scenario - test												
Logfile written - 11/09/2022 16:28:24												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
18	5	Response	53	651836	48415	1						
18	5	Response	53	657436	54015	1						
18	5	Response	53	663596	60176	1						
18	5	Response	53	669196	65776	2						
18	5	Sound	f01	674920	71500	1			71500		other	0
18	5	Picture	3-114-1-3	733738	130318	7	5166	7	130000	5000	incorrect	58
18	5	Response	52	748956	145535	2						
18	6	Response	53	778956	24720	2						
18	6	Sound	P2/both	779238	25002	1			25000		other	0
18	6	Response	53	784956	30720	2						
18	6	Response	53	790876	36640	2						
18	6	Response	53	796717	42481	2						
18	6	Response	53	802236	48000	1						
18	6	Response	53	808636	54400	1						
18	6	Response	53	815116	60880	1						
18	6	Response	53	819997	65761	1						
18	6	Sound	test24	825736	71500	1			71500		other	0
18	6	Picture	3-214-1-3	884553	130317	7	5166	7	130000	5000	hit	70
18	6	Response	61	895276	141040	2						
18	7	Response	53	926316	21265	2						
18	7	Sound	P2/both	930051	25000	1			25000		other	0
18	7	Response	53	934396	29345	1						
18	7	Response	53	940716	35665	1						
18	7	Response	53	946876	41825	1						
18	7	Response	53	953196	48145	2						
18	7	Response	53	959596	54545	1						
18	7	Response	53	965676	60625	2						
18	7	Response	53	971196	66145	1						
18	7	Sound	test22	976550	71500	1			71500		other	0
18	7	Picture	3-224-1-3	1035368	130318	7	5166	7	130000	5000	hit	82
18	7	Response	62	1052236	147185	2						
18	8	Response	53	1080636	24770	1						
18	8	Sound	P2/both	1080866	25000	1			25000		other	0
18	8	Response	53	1087116	31250	1						
18	8	Response	53	1092396	36530	2						
18	8	Response	53	1098476	42610	2						
18	8	Response	53	1104236	48370	2						
18	8	Response	53	1110075	54210	1						
18	8	Response	53	1115675	59810	1						
18	8	Response	53	1120716	64850	1						
18	8	Sound	test07	1127366	71500	1			71500		other	0
18	8	Picture	3-214-1-3	1186183	130318	7	5166	7	130000	5000	hit	94
18	8	Response	61	1195596	139731	2						
18	9	Sound	P2/beat1	1231680	25000	1			25000		other	0
18	9	Sound	f02	1278181	71500	1			71500		other	0
18	9	Picture	2-113-1-2	1336998	130318	7	5166	7	130000	5000	hit	98
18	9	Response	61	1346716	140035	2						
18	10	Sound	P2/beat	1382496	25000	1			25000		other	0
18	10	Sound	f19	1428996	71500	1			71500		other	0
18	10	Picture	2-113-2-2	1487813	130317	7	5166	7	130000	5000	incorrect	102
18	10	Response	52	1503355	145859	1						
18	11	Sound	P2/beat	1533311	25000	1			25000		other	0
18	11	Sound	n07	1579811	71500	1			71500		other	0
18	11	Picture	3-223-1-3	1638628	130317	7	5166	7	130000	5000	hit	106
18	11	Response	62	1650075	141764	1						
18	12	Sound	P2/beat	1684126	25000	1			25000		other	0
18	12	Sound	f07	1730626	71500	1			71500		other	0
18	12	Picture	3-123-1-3	1789444	130318	7	5166	7	130000	5000	hit	110
18	12	Response	62	1806395	147269	1						
18	13	Sound	P2/both1	1834941	25000	1			25000		other	0
18	13	Response	53	1836635	26694	2						
18	13	Response	53	1841275	31334	1						
18	13	Response	53	1846635	36694	2						
18	13	Response	53	1852235	42294	2						
18	13	Response	53	1858075	48134	2						
18	13	Response	53	1864475	54534	1						
18	13	Response	53	1869995	60054	2						
18	13	Response	53	1876155	66214	2						
18	13	Sound	f05	1881441	71500	1			71500		other	0
18	13	Picture	2-124-1-2	1940258	130318	7	5166	7	130000	5000	hit	122
18	13	Response	62	1956555	146614	2						
18	14	Sound	P2/both	1985756	25000	1			25000		other	0
18	14	Response	53	1986955	26199	2						
18	14	Response	53	1991595	30838	1						
18	14	Response	53	1997435	36679	1						
18	14	Response	53	2003115	42359	1						
18	14	Response	53	2008875	48119	2						
18	14	Response	53	2014715	53959	2						
18	14	Response	53	2020555	59799	1						
18	14	Response	53	2026554	65798	1						
18	14	Sound	test09	2032256	71500	1			71500		other	0
18	14	Picture	3-224-1-3	2091074	130318	7	5166	7	130000	5000	hit	134
18	14	Response	62	2101035	140279	2						
18	15	Response	53	2136075	24504	1						
18	15	Sound	P2/both	2136571	25000	1			25000		other	0
18	15	Response	53	2142235	30664	1						
18	15	Response	53	2147835	36263	2						
18	15	Response	53	2153755	42184	1						
18	15	Response	53	2159195	47623	2						
18	15	Response	53	2164954	53383	1						
18	15	Response	53	2171434	59863	2						
18	15	Response	53	2177755	66183	1						
18	15	Sound	test12	2183071	71500	1			71500		other	0
18	15	Picture	3-214-1-3	2241889	130317	7	5166	7	130000	5000	hit	146
18	15	Response	61	2252234	140663	2						
18	16	Response	53	2283435	21049	1						
18	16	Sound	P2/both	2287386	25000	1			25000		other	0
18	16	Response	53	2292154	29768	2						
18	16	Response	53	2298395	36008	2						
18	16	Response	53	2304235	41849	2						
18	16	Response	53	2310635	48249	2						
18	16	Response	53	2316715	54329	2						
18	16	Response	53	2322315	59929	2						
18	16	Response	53	2328395	66009	1						
18	16	Sound	test19	2333886	71500	1			71500		other	0
18	16	Picture	2-224-1-2	2392704	130317	7	5166	7	130000	5000	hit	158
18	16	Response	62	2407034	144648	1						
18	17	Response	53	2437915	24713	1						
18	17	Sound	P1/tapping1	2438201	25000	1			25000		other	0
18	17	Response	53	2443835	30634	1						
18	17	Response	53	2449995	36794	1						
18	17	Response	53	2455594	42393	2						
18	17	Response	53	2461195	47994	2						
18	17	Response	53	2466955	53753	1						
18	17	Response	53	2472875	59673	1						
18	17	Response	53	2478635	65434	1						
18	17	Response	53	2483754	70553	1						
18	17	Sound	f15	2484701	71500	1			71500		other	0
18	17	Picture	2-122-2-2	2543519	130318	7	5166	7	130000	5000	hit	171
18	17	Response	62	2556074	142873	2						
18	18	Sound	P1/tapping	2589016	25000	1			25000		other	0
18	18	Response	53	2589514	25498	1						
18	18	Response	53	2594474	30458	2						
18	18	Response	53	2601034	37018	1						
18	18	Response	53	2606474	42458	2						
18	18	Response	53	2611834	47818	1						
18	18	Response	53	2617434	53418	1						
18	18	Response	53	2623034	59018	2						
18	18	Response	53	2628234	64218	2						
18	18	Response	53	2633994	69978	2						
18	18	Sound	test21	2635516	71500	1			71500		other	0
18	18	Picture	3-212-1-3	2694334	130318	7	5166	7	130000	5000	hit	184
18	18	Response	61	2703514	139498	1						
18	19	Response	53	2738154	23323	1						
18	19	Sound	P1/tapping	2739831	25000	1			25000		other	0
18	19	Response	53	2744314	29483	1						
18	19	Response	53	2749914	35083	1						
18	19	Response	53	2755674	40843	1						
18	19	Response	53	2761194	46363	1						
18	19	Response	53	2766714	51883	1						
18	19	Response	53	2772234	57403	1						
18	19	Response	53	2777594	62763	1						
18	19	Response	53	2783114	68283	1						
18	19	Sound	f10	2786331	71500	1			71500		other	0
18	19	Picture	3-112-1-3	2845149	130317	7	5166	7	130000	5000	hit	197
18	19	Response	61	2862314	147483	1						
18	20	Sound	P1/tapping	2890646	25000	1			25000		other	0
18	20	Response	53	2891834	26188	1						
18	20	Response	53	2897034	31388	1						
18	20	Response	53	2902794	37148	2						
18	20	Response	53	2907914	42268	2						
18	20	Response	53	2914074	48428	1						
18	20	Response	53	2919594	53948	1						
18	20	Response	53	2925194	59548	2						
18	20	Response	53	2931675	66028	2						
18	20	Sound	f13	2937146	71500	1			71500		other	0
18	20	Picture	3-112-1-3	2995964	130317	7	5166	7	130000	5000	hit	209
18	20	Response	61	3010234	144587	2						
18	21	Sound	P2/both1	3041461	25000	1			25000		other	0
18	21	Response	53	3043754	27292	1						
18	21	Response	53	3047834	31373	2						
18	21	Response	53	3053274	36812	2						
18	21	Response	53	3059194	42732	2						
18	21	Response	53	3065114	48652	1						
18	21	Response	53	3070634	54172	2						
18	21	Response	53	3076474	60012	2						
18	21	Response	53	3082554	66092	2						
18	21	Sound	n03	3087961	71500	1			71500		other	0
18	21	Picture	2-124-1-2	3146779	130317	7	5166	7	130000	5000	hit	221
18	21	Response	62	3159354	142892	2						
18	22	Sound	P2/both	3192276	25000	1			25000		other	0
18	22	Response	53	3194474	27197	2						
18	22	Response	53	3198874	31597	1						
18	22	Response	53	3203914	36637	2						
18	22	Response	53	3209514	42237	1						
18	22	Response	53	3215194	47917	1						
18	22	Response	53	3221274	53997	1						
18	22	Response	53	3227514	60237	1						
18	22	Response	53	3232954	65677	1						
18	22	Sound	n13	3238776	71500	1			71500		other	0
18	22	Picture	3-214-1-3	3297594	130317	7	5166	7	130000	5000	hit	233
18	22	Response	61	3307674	140397	1						
18	23	Response	53	3341674	23582	2						
18	23	Sound	P2/both	3343091	25000	1			25000		other	0
18	23	Response	53	3347833	29742	2						
18	23	Response	53	3354234	36143	2						
18	23	Response	53	3359993	41902	1						
18	23	Response	53	3365994	47902	1						
18	23	Response	53	3371753	53662	1						
18	23	Response	53	3377753	59662	2						
18	23	Response	53	3383913	65822	1						
18	23	Sound	f11	3389591	71500	1			71500		other	0
18	23	Picture	2-124-1-2	3448409	130317	7	5166	7	130000	5000	hit	245
18	23	Response	62	3461434	143342	2						
18	24	Sound	P2/both	3493906	25000	1			25000		other	0
18	24	Response	53	3495433	26527	1						
18	24	Response	53	3499993	31087	1						
18	24	Response	53	3505833	36927	2						
18	24	Response	53	3511273	42367	1						
18	24	Response	53	3517113	48207	1						
18	24	Response	53	3523753	54847	1						
18	24	Response	53	3531114	62207	1						
18	24	Response	53	3535834	66927	3						
18	24	Sound	f16	3540406	71500	1			71500		other	0
18	24	Picture	2-114-1-2	3599224	130318	7	5166	7	130000	5000	incorrect	257
18	24	Response	52	3614234	145327	2						
18	25	Sound	P0/none1	3644721	25000	1			25000		other	0
18	25	Sound	f21	3691221	71500	1			71500		other	0
18	25	Picture	2-121-2-2	3750039	130318	7	5166	7	130000	5000	hit	261
18	25	Response	62	3764313	144591	1						
18	26	Sound	P0/none	3795536	25000	1			25000		other	0
18	26	Sound	test14	3842036	71500	1			71500		other	0
18	26	Picture	2-221-1-2	3900854	130318	7	5166	7	130000	5000	hit	265
18	26	Response	62	3911193	140657	1						
18	27	Sound	P0/none	3946352	25000	1			25000		other	0
18	27	Sound	f14	3992852	71500	1			71500		other	0
18	27	Picture	3-111-1-3	4051669	130317	7	5166	7	130000	5000	hit	269
18	27	Response	61	4060873	139521	1						
18	28	Sound	P0/none	4097167	25000	1			25000		other	0
18	28	Sound	test08	4143667	71500	1			71500		other	0
18	28	Picture	3-221-1-3	4202484	130317	7	5166	7	130000	5000	hit	273
18	28	Response	62	4212234	140067	2						
18	29	Sound	P1/tapping1	4247982	25000	1			25000		other	0
18	29	Response	53	4249113	26131	1						
18	29	Response	53	4253513	30531	1						
18	29	Response	53	4259513	36531	2						
18	29	Response	53	4265113	42131	2						
18	29	Response	53	4270633	47651	2						
18	29	Response	53	4276073	53091	1						
18	29	Response	53	4281273	58291	2						
18	29	Response	53	4286553	63571	1						
18	29	Response	53	4292314	69332	2						
18	29	Sound	n09	4294482	71500	1			71500		other	0
18	29	Picture	2-222-2-2	4353299	130317	7	5166	7	130000	5000	hit	286
18	29	Response	62	4363913	140931	2						
18	30	Sound	P1/tapping	4398797	25000	1			25000		other	0
18	30	Response	53	4400233	26435	1						
18	30	Response	53	4405113	31316	2						
18	30	Response	53	4411113	37316	1						
18	30	Response	53	4416712	42915	2						
18	30	Response	53	4421432	47635	1						
18	30	Response	53	4426953	53156	1						
18	30	Response	53	4432552	58755	1						
18	30	Response	53	4438392	64595	2						
18	30	Response	53	4442713	68916	1						
18	30	Sound	test13	4445297	71500	1			71500		other	0
18	30	Picture	2-212-1-2	4504115	130318	7	5166	7	130000	5000	hit	299
18	30	Response	61	4513433	139636	2						
18	31	Response	53	4546233	21621	2						
18	31	Sound	P1/tapping	4549612	25000	1			25000		other	0
18	31	Response	53	4553753	29140	2						
18	31	Response	53	4559993	35381	2						
18	31	Response	53	4565753	41141	2						
18	31	Response	53	4571113	46501	2						
18	31	Response	53	4576633	52021	2						
18	31	Response	53	4582713	58101	2						
18	31	Response	53	4587833	63221	2						
18	31	Response	53	4593593	68981	2						
18	31	Sound	f03	4596112	71500	1			71500		other	0
18	31	Picture	3-112-1-3	4654930	130318	7	5166	7	130000	5000	hit	312
18	31	Response	61	4664792	140180	1						
18	32	Sound	P1/tapping	4700427	25000	1			25000		other	0
18	32	Response	53	4703912	28485	3						
18	32	Response	53	4709992	34565	1						
18	32	Response	53	4715592	40165	1						
18	32	Response	53	4721272	45845	1						
18	32	Response	53	4725992	50565	1						
18	32	Response	53	4731672	56245	2						
18	32	Response	53	4737192	61765	1						
18	32	Sound	f12	4746927	71500	1			71500		other	0
18	32	Picture	2-122-1-2	4805745	130318	7	5166	7	130000	5000	hit	323
18	32	Response	62	4818952	143525	1						
18	33	Sound	P2/beat1	4851242	25000	1			25000		other	0
18	33	Sound	n06	4897742	71500	1			71500		other	0
18	33	Picture	2-223-2-2	4956560	130318	7	5166	7	130000	5000	hit	327
18	33	Response	62	4969672	143430	1						
18	34	Sound	P2/beat	5002058	25000	1			25000		other	0
18	34	Sound	test06	5048557	71500	1			71500		other	0
18	34	Picture	3-213-1-3	5107375	130318	7	5166	7	130000	5000	incorrect	331
18	34	Response	52	5117593	140535	2						
18	35	Sound	P2/beat	5152872	25000	1			25000		other	0
18	35	Sound	n04	5199373	71500	1			71500		other	0
18	35	Picture	3-223-1-3	5258190	130318	7	5166	7	130000	5000	hit	335
18	35	Response	62	5267272	139399	2						
18	36	Sound	P2/beat	5303688	25000	1			25000		other	0
18	36	Sound	n11	5350188	71500	1			71500		other	0
18	36	Picture	3-113-2-3	5409005	130317	7	5166	7	130000	5000	incorrect	339
18	36	Response	52	5424552	145864	1						
18	37	Sound	P1/tapping1	5454503	25000	1			25000		other	0
18	37	Response	53	5461111	31609	1						
18	37	Response	53	5467112	37609	2						
18	37	Response	53	5472471	42969	2						
18	37	Response	53	5478231	48729	1						
18	37	Response	53	5484152	54649	1						
18	37	Response	53	5489191	59689	2						
18	37	Response	53	5494792	65289	2						
18	37	Response	53	5500232	70729	2						
18	37	Sound	f23	5501003	71500	1			71500		other	0
18	37	Picture	3-112-1-3	5559821	130318	7	5166	7	130000	5000	hit	351
18	37	Response	61	5571031	141529	1						
18	38	Response	53	5605192	24874	1						
18	38	Sound	P1/tapping	5605318	25000	1			25000		other	0
18	38	Response	53	5610871	30553	2						
18	38	Response	53	5616551	36233	2						
18	38	Response	53	5622391	42073	2						
18	38	Response	53	5627592	47274	2						
18	38	Response	53	5633031	52713	1						
18	38	Response	53	5638711	58393	1						
18	38	Response	53	5643751	63433	2						
18	38	Response	53	5649112	68794	2						
18	38	Sound	n10	5651818	71500	1			71500		other	0
18	38	Picture	2-112-1-2	5710636	130318	7	5166	7	130000	5000	incorrect	364
18	38	Response	52	5720232	139914	2						
18	39	Sound	P1/tapping	5756133	25000	1			25000		other	0
18	39	Response	53	5761591	30458	1						
18	39	Response	53	5767671	36538	1						
18	39	Response	53	5773271	42138	2						
18	39	Response	53	5779191	48058	1						
18	39	Response	53	5785112	53979	1						
18	39	Response	53	5790551	59418	1						
18	39	Response	53	5796071	64938	2						
18	39	Response	53	5801431	70298	2						
18	39	Sound	test10	5802633	71500	1			71500		other	0
18	39	Picture	3-212-1-3	5861451	130318	7	5166	7	130000	5000	hit	376
18	39	Response	61	5871111	139978	1						
18	40	Sound	P1/tapping	5906948	25000	1			25000		other	0
18	40	Response	53	5907031	25083	2						
18	40	Response	53	5912471	30523	2						
18	40	Response	53	5918631	36683	2						
18	40	Response	53	5924311	42363	2						
18	40	Response	53	5929592	47644	2						
18	40	Response	53	5934791	52843	1						
18	40	Response	53	5940151	58203	1						
18	40	Response	53	5945911	63963	1						
18	40	Response	53	5951271	69323	2						
18	40	Sound	test16	5953448	71500	1			71500		other	0
18	40	Picture	2-212-1-2	6012266	130318	7	5166	7	130000	5000	hit	389
18	40	Response	61	6025271	143323	1						
18	41	Sound	P0/none1	6057763	25000	1			25000		other	0
18	41	Sound	test03	6104263	71500	1			71500		other	0
18	41	Picture	2-221-1-2	6163081	130317	7	5166	7	130000	5000	hit	393
18	41	Response	62	6174711	141948	2						
18	42	Sound	P0/none	6208578	25000	1			25000		other	0
18	42	Sound	f22	6255078	71500	1			71500		other	0
18	42	Picture	2-121-2-2	6313896	130318	7	5166	7	130000	5000	hit	397
18	42	Response	62	6325991	142413	2						
18	43	Sound	P0/none	6359393	25000	1			25000		other	0
18	43	Sound	test04	6405894	71500	1			71500		other	0
18	43	Picture	3-221-1-3	6464711	130318	7	5166	7	130000	5000	hit	401
18	43	Response	62	6477191	142797	2						
18	44	Sound	P0/none	6510209	25000	1			25000		other	0
18	44	Sound	test11	6556709	71500	1			71500		other	0
18	44	Picture	2-221-1-2	6615526	130317	7	5166	7	130000	5000	hit	405
18	44	Response	62	6632311	147102	1						
18	45	Sound	P2/beat1	6661024	25000	1			25000		other	0
18	45	Sound	f04	6707524	71500	1			71500		other	0
18	45	Picture	2-113-1-2	6766342	130318	7	5166	7	130000	5000	hit	409
18	45	Response	61	6784390	148367	2						
18	46	Sound	P2/beat	6811839	25000	1			25000		other	0
18	46	Sound	test05	6858339	71499	1			71500		other	0
18	46	Picture	3-213-1-3	6917157	130317	7	5166	7	130000	5000	hit	413
18	46	Response	61	6926070	139231	2						
18	47	Sound	P2/beat	6962654	25000	1			25000		other	0
18	47	Sound	f20	7009154	71500	1			71500		other	0
18	47	Picture	2-123-2-2	7067972	130318	7	5166	7	130000	5000	hit	417
18	47	Response	62	7077750	140096	2						
18	48	Sound	P2/beat	7113469	25000	1			25000		other	0
18	48	Sound	f24	7159969	71500	1			71500		other	0
18	48	Picture	2-113-1-2	7218787	130318	7	5166	7	130000	5000	incorrect	421
18	48	Response	52	7232310	143840	2						
18	49	Sound	P2/both1	7264285	25000	1			25000		other	0
18	49	Response	53	7265910	26625	2						
18	49	Response	53	7271510	32225	2						
18	49	Response	53	7276230	36945	1						
18	49	Response	53	7281830	42545	1						
18	49	Response	53	7287510	48226	2						
18	49	Response	53	7293830	54545	1						
18	49	Response	53	7299590	60305	2						
18	49	Response	51	7305990	66705	1						
18	49	Sound	test18	7310784	71500	1			71500		other	0
18	49	Picture	2-224-1-2	7369602	130318	7	5166	7	130000	5000	hit	433
18	49	Response	62	7380630	141345	2						
18	50	Sound	P2/both	7415100	25000	1			25000		other	0
18	50	Response	53	7416630	26530	2						
18	50	Response	53	7421030	30930	2						
18	50	Response	53	7426630	36530	1						
18	50	Response	53	7432390	42290	1						
18	50	Response	53	7437990	47890	2						
18	50	Response	53	7444070	53970	1						
18	50	Response	53	7450150	60050	2						
18	50	Response	53	7455910	65810	2						
18	50	Sound	test01	7461600	71500	1			71500		other	0
18	50	Picture	3-214-1-3	7520417	130318	7	5166	7	130000	5000	hit	445
18	50	Response	61	7528789	138690	3						
18	51	Sound	P2/both	7565915	25000	1			25000		other	0
18	51	Response	53	7566550	25635	1						
18	51	Response	53	7571350	30435	2						
18	51	Response	53	7576950	36035	2						
18	51	Response	53	7582950	42035	2						
18	51	Response	53	7588470	47555	2						
18	51	Response	53	7594710	53795	2						
18	51	Response	53	7600710	59795	2						
18	51	Response	53	7607270	66355	2						
18	51	Sound	test17	7612419	71504	1			71500		other	0
18	51	Picture	3-214-1-3	7671232	130318	7	5166	7	130000	5000	hit	457
18	51	Response	61	7680549	139634	2						
18	52	Sound	P2/both	7716730	25000	1			25000		other	0
18	52	Response	53	7718469	26739	1						
18	52	Response	53	7722710	30980	1						
18	52	Response	53	7728229	36499	2						
18	52	Response	53	7733989	42259	2						
18	52	Response	53	7739509	47779	2						
18	52	Response	53	7745509	53779	2						
18	52	Response	53	7751829	60099	2						
18	52	Response	53	7757429	65699	2						
18	52	Sound	test15	7763230	71500	1			71500		other	0
18	52	Picture	3-214-1-3	7822048	130317	7	5166	7	130000	5000	hit	469
18	52	Response	61	7832709	140979	2						
18	53	Sound	P2/beat1	7867545	25000	1			25000		other	0
18	53	Sound	test02	7914045	71500	1			71500		other	0
18	53	Picture	3-223-1-3	7972863	130318	7	5166	7	130000	5000	hit	473
18	53	Response	62	7982149	139604	2						
18	54	Sound	P2/beat	8018360	25000	1			25000		other	0
18	54	Sound	f08	8064860	71500	1			71500		other	0
18	54	Picture	3-113-2-3	8123678	130318	7	5166	7	130000	5000	hit	477
18	54	Response	61	8133589	140229	2						
18	55	Sound	P2/beat	8169175	25000	1			25000		other	0
18	55	Sound	test23	8215675	71500	1			71500		other	0
18	55	Picture	3-213-1-3	8274493	130318	7	5166	7	130000	5000	hit	481
18	55	Response	61	8283029	138854	2						
18	56	Sound	P2/beat	8319991	25000	1			25000		other	0
18	56	Sound	test25	8366491	71500	1			71500		other	0
18	56	Picture	2-223-1-2	8425308	130318	7	5166	7	130000	5000	hit	485
18	56	Response	62	8437749	142759	1						
18	57	Sound	P0/none1	8470805	25000	1			25000		other	0
18	57	Sound	n01	8517306	71500	1			71500		other	0
18	57	Picture	2-211-1-2	8576123	130318	7	5166	7	130000	5000	hit	489
18	57	Response	61	8589269	143463	2						
18	58	Sound	P0/none	8621621	25000	1			25000		other	0
18	58	Sound	n12	8668120	71499	1			71500		other	0
18	58	Picture	2-121-2-2	8726939	130318	7	5166	7	130000	5000	hit	493
18	58	Response	62	8739108	142487	1						
18	59	Sound	P0/none	8772436	25000	1			25000		other	0
18	59	Sound	f17	8818936	71500	1			71500		other	0
18	59	Picture	2-121-2-2	8877754	130318	7	5166	7	130000	5000	hit	497
18	59	Response	62	8889988	142552	2						
18	60	Sound	P0/none	8923251	25000	1			25000		other	0
18	60	Sound	n14	8969751	71500	1			71500		other	0
18	60	Picture	2-111-2-2	9028569	130318	7	5166	7	130000	5000	incorrect	501
18	60	Response	52	9039108	140857	2						
												
												
Event Type	Code	Type	Response	RT	RT Uncertainty	Time	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	
												
Sound	P1/tapping1	other				25160	1			25000		
Sound	n05	other				71660	1			71500		
Picture	2-122-2-2	hit	2	12958	7	130478	7	5166	7	130000	5000	
Sound	P1/tapping	other				175976	1			25000		
Sound	f18	other				222476	1			71500		
Picture	3-122-1-3	hit	2	10223	7	281293	7	5166	7	130000	5000	
Sound	P1/tapping	other				326791	1			25000		
Sound	f09	other				373290	1			71500		
Picture	2-122-1-2	hit	2	11408	7	432108	7	5166	7	130000	5000	
Sound	P1/tapping	other				477606	1			25000		
Sound	f06	other				524106	1			71500		
Picture	3-122-1-3	hit	2	14673	8	582923	7	5166	7	130000	5000	
Sound	P2/both1	other				628421	1			25000		
Sound	f01	other				674920	1			71500		
Picture	3-114-1-3	incorrect	2	15218	8	733738	7	5166	7	130000	5000	
Sound	P2/both	other				779238	1			25000		
Sound	test24	other				825736	1			71500		
Picture	3-214-1-3	hit	1	10722	8	884553	7	5166	7	130000	5000	
Sound	P2/both	other				930051	1			25000		
Sound	test22	other				976550	1			71500		
Picture	3-224-1-3	hit	2	16868	8	1035368	7	5166	7	130000	5000	
Sound	P2/both	other				1080866	1			25000		
Sound	test07	other				1127366	1			71500		
Picture	3-214-1-3	hit	1	9413	8	1186183	7	5166	7	130000	5000	
Sound	P2/beat1	other				1231680	1			25000		
Sound	f02	other				1278181	1			71500		
Picture	2-113-1-2	hit	1	9717	8	1336998	7	5166	7	130000	5000	
Sound	P2/beat	other				1382496	1			25000		
Sound	f19	other				1428996	1			71500		
Picture	2-113-2-2	incorrect	2	15542	7	1487813	7	5166	7	130000	5000	
Sound	P2/beat	other				1533311	1			25000		
Sound	n07	other				1579811	1			71500		
Picture	3-223-1-3	hit	2	11447	7	1638628	7	5166	7	130000	5000	
Sound	P2/beat	other				1684126	1			25000		
Sound	f07	other				1730626	1			71500		
Picture	3-123-1-3	hit	2	16952	7	1789444	7	5166	7	130000	5000	
Sound	P2/both1	other				1834941	1			25000		
Sound	f05	other				1881441	1			71500		
Picture	2-124-1-2	hit	2	16296	8	1940258	7	5166	7	130000	5000	
Sound	P2/both	other				1985756	1			25000		
Sound	test09	other				2032256	1			71500		
Picture	3-224-1-3	hit	2	9961	8	2091074	7	5166	7	130000	5000	
Sound	P2/both	other				2136571	1			25000		
Sound	test12	other				2183071	1			71500		
Picture	3-214-1-3	hit	1	10346	8	2241889	7	5166	7	130000	5000	
Sound	P2/both	other				2287386	1			25000		
Sound	test19	other				2333886	1			71500		
Picture	2-224-1-2	hit	2	14331	7	2392704	7	5166	7	130000	5000	
Sound	P1/tapping1	other				2438201	1			25000		
Sound	f15	other				2484701	1			71500		
Picture	2-122-2-2	hit	2	12556	8	2543519	7	5166	7	130000	5000	
Sound	P1/tapping	other				2589016	1			25000		
Sound	test21	other				2635516	1			71500		
Picture	3-212-1-3	hit	1	9181	7	2694334	7	5166	7	130000	5000	
Sound	P1/tapping	other				2739831	1			25000		
Sound	f10	other				2786331	1			71500		
Picture	3-112-1-3	hit	1	17165	7	2845149	7	5166	7	130000	5000	
Sound	P1/tapping	other				2890646	1			25000		
Sound	f13	other				2937146	1			71500		
Picture	3-112-1-3	hit	1	14270	8	2995964	7	5166	7	130000	5000	
Sound	P2/both1	other				3041461	1			25000		
Sound	n03	other				3087961	1			71500		
Picture	2-124-1-2	hit	2	12575	8	3146779	7	5166	7	130000	5000	
Sound	P2/both	other				3192276	1			25000		
Sound	n13	other				3238776	1			71500		
Picture	3-214-1-3	hit	1	10080	7	3297594	7	5166	7	130000	5000	
Sound	P2/both	other				3343091	1			25000		
Sound	f11	other				3389591	1			71500		
