Scenario - test												
Logfile written - 11/09/2022 15:26:11												
												
Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
Picture	3-124-1-3	incorrect	1	12248	7	2694500	7	5166	7	130000	5000	
Sound	P2/both	other				2739996	1			25000		
Sound	f19	other				2786497	1			71500		
Picture	3-114-1-3	hit	1	11273	7	2845315	7	5166	7	130000	5000	
Sound	P2/both	other				2890811	1			25000		
Sound	test16	other				2937312	1			71500		
Picture	3-224-1-3	hit	2	15978	7	2996130	7	5166	7	130000	5000	
Sound	P1/tapping1	other				3041626	1			25000		
Sound	test05	other				3088127	1			71500		
Picture	2-222-1-2	hit	2	16283	7	3146945	7	5166	7	130000	5000	
Sound	P1/tapping	other				3192442	1			25000		
Sound	test08	other				3238942	1			71500		
Picture	2-212-1-2	incorrect	2	15868	7	3297760	7	5166	7	130000	5000	
Sound	P1/tapping	other				3343257	1			25000		
Sound	test14	other				3389757	1			71500		
Picture	3-212-1-3	hit	1	12493	7	3448575	7	5166	7	130000	5000	
Sound	P1/tapping	other				3494072	1			25000		
Sound	test19	other				3540572	1			71500		
Picture	3-212-1-3	hit	1	12317	7	3599390	7	5166	7	130000	5000	
Sound	P2/beat1	other				3644887	1			25000		
Sound	f15	other				3691387	1			71500		
Picture	3-113-1-3	hit	1	12222	7	3750205	7	5166	7	130000	5000	
Sound	P2/beat	other				3795702	1			25000		
Sound	f16	other				3842202	1			71500		
Picture	3-123-1-3	hit	2	13487	8	3901020	7	5166	7	130000	5000	
Sound	P2/beat	other				3946517	1			25000		
Sound	f18	other				3993017	1			71500		
Picture	3-113-1-3	hit	1	10031	8	4051835	7	5166	7	130000	5000	
Sound	P2/beat	other				4097332	1			25000		
Sound	test18	other				4143833	1			71500		
Picture	3-223-1-3	incorrect	1	12736	8	4202650	7	5166	7	130000	5000	
Sound	P2/both1	other				4248147	1			25000		
Sound	f10	other				4294648	1			71500		
Picture	2-114-1-2	hit	1	11201	7	4353466	7	5166	7	130000	5000	
Sound	P2/both	other				4398962	1			25000		
Sound	f12	other				4445463	1			71500		
Picture	2-114-1-2	incorrect	2	13986	7	4504281	7	5166	7	130000	5000	
Sound	P2/both	other				4549778	1			25000		
Sound	n05	other				4596278	1			71500		
Picture	3-124-1-3	hit	2	16851	7	4655096	7	5166	7	130000	5000	
Sound	P2/both	other				4700593	1			25000		
Sound	f13	other				4747093	1			71500		
Picture	3-124-1-3	hit	2	16995	8	4805911	7	5166	8	130000	5000	
Sound	P0/none1	other				4851408	1			25000		
Sound	n09	other				4897908	1			71500		
Picture	3-211-1-3	hit	1	12420	7	4956726	7	5166	7	130000	5000	
Sound	P0/none	other				5002223	1			25000		
Sound	test13	other				5048723	1			71500		
Picture	3-221-1-3	hit	2	13125	8	5107541	7	5166	7	130000	5000	
Sound	P0/none	other				5153039	1			25000		
Sound	f11	other				5199539	1			71500		
Picture	2-111-1-2	miss				5258357	7	5166	7	130000	5000	
Sound	P0/none	other				5303854	1			25000		
Sound	test17	other				5350354	1			71500		
Picture	2-211-2-2	incorrect	2	10854	7	5409172	7	5166	7	130000	5000	
Sound	P2/both1	other				5454669	1			25000		
Sound	f06	other				5501169	1			71500		
Picture	2-114-1-2	hit	1	10759	7	5559987	7	5166	7	130000	5000	
Sound	P2/both	other				5605484	1			25000		
Sound	f24	other				5651984	1			71500		
Picture	3-114-1-3	hit	1	9223	7	5710802	7	5166	7	130000	5000	
Sound	P2/both	other				5756299	1			25000		
Sound	f08	other				5802799	1			71500		
Picture	2-114-1-2	hit	1	11048	7	5861617	7	5166	7	130000	5000	
Sound	P2/both	other				5907114	1			25000		
Sound	n04	other				5953615	1			71500		
Picture	2-224-1-2	hit	2	14793	7	6012433	7	5166	7	130000	5000	
Sound	P2/beat1	other				6057929	1			25000		
Sound	test09	other				6104430	1			71500		
Picture	2-223-1-2	hit	2	16297	7	6163248	7	5166	7	130000	5000	
Sound	P2/beat	other				6208745	1			25000		
Sound	test03	other				6255245	1			71500		
Picture	2-213-1-2	incorrect	2	15322	7	6314063	7	5166	7	130000	5000	
Sound	P2/beat	other				6359560	1			25000		
Sound	n10	other				6406060	1			71500		
Picture	3-123-1-3	hit	2	18987	7	6464878	7	5166	7	130000	5000	
Sound	P2/beat	other				6510375	1			25000		
Sound	test24	other				6556875	1			71500		
Picture	3-223-1-3	hit	2	13131	7	6615693	7	5166	7	130000	5000	
Sound	P1/tapping1	other				6661190	1			25000		
Sound	f05	other				6707691	1			71500		
Picture	2-112-1-2	incorrect	2	15116	7	6766509	7	5166	7	130000	5000	
Sound	P1/tapping	other				6812006	1			25000		
Sound	f04	other				6858506	1			71500		
Picture	2-122-1-2	hit	2	14701	7	6917324	7	5166	7	130000	5000	
Sound	P1/tapping	other				6962826	1			25000		
Sound	n13	other				7009321	1			71500		
Picture	3-222-1-3	hit	2	12685	7	7068139	7	5166	7	130000	5000	
Sound	P1/tapping	other				7113636	1			25000		
Sound	f21	other				7160136	1			71500		
Picture	3-112-1-3	hit	1	11070	7	7218954	7	5166	7	130000	5000	
Sound	P0/none1	other				7264451	1			25000		
Sound	test25	other				7310952	1			71500		
Picture	3-211-1-3	hit	1	18895	7	7369769	7	5166	7	130000	5000	
Sound	P0/none	other				7415266	1			25000		
Sound	test12	other				7461767	1			71500		
Picture	2-221-1-2	hit	2	10480	8	7520585	7	5166	7	130000	5000	
Sound	P0/none	other				7566082	1			25000		
Sound	n03	other				7612582	1			71500		
Picture	2-111-1-2	incorrect	2	13984	7	7671400	7	5166	7	130000	5000	
Sound	P0/none	other				7716897	1			25000		
Sound	f23	other				7763397	1			71500		
Picture	2-121-1-2	hit	2	13408	7	7822215	7	5166	7	130000	5000	
Sound	P1/tapping1	other				7867712	1			25000		
Sound	f02	other				7914213	1			71500		
Picture	2-122-1-2	hit	2	13713	7	7973030	7	5166	7	130000	5000	
Sound	P1/tapping	other				8018528	1			25000		
Sound	test15	other				8065028	1			71500		
Picture	3-222-1-3	hit	2	13938	7	8123846	7	5166	7	130000	5000	
Sound	P1/tapping	other				8169343	1			25000		
Sound	test11	other				8215843	1			71500		
Picture	2-212-1-2	hit	1	17442	7	8274661	7	5166	7	130000	5000	
Sound	P1/tapping	other				8320158	1			25000		
Sound	n06	other				8366658	1			71500		
Picture	3-222-1-3	incorrect	1	15667	8	8425476	7	5166	7	130000	5000	
Sound	P2/both1	other				8470974	1			25000		
Sound	n11	other				8517474	1			71500		
Picture	2-124-1-2	incorrect	1	13652	7	8576291	7	5166	7	130000	5000	
Sound	P2/both	other				8621789	1			25000		
Sound	n14	other				8668289	1			71500		
Picture	3-124-1-3	incorrect	1	11076	7	8727107	7	5166	7	130000	5000	
Sound	P2/both	other				8772604	1			25000		
Sound	f14	other				8819104	1			71500		
Picture	3-124-1-3	hit	2	12101	7	8877922	7	5166	7	130000	5000	
Sound	P2/both	other				8923419	1			25000		
Sound	n07	other				8969919	1			71500		
Picture	2-214-1-2	hit	1	16245	7	9028737	7	5166	7	130000	5000	
												
												
{												
"   ""app"": ""Presentation Version 22.1 Build 01.21.21"","												
"   ""device"": ""Dell Inc. OptiPlex 7050"","												
"   ""experiment"": ""{C8E97CB4-6FCA-44FA-B866-4A2D94B6B85C}"","												
"   ""os"": ""Windows 10 64 bit"","												
"   ""package"": """","												
"   ""parameters"": {"												
"      ""configuration"": ""Default configuration"""												
   },												
"   ""scenario"": ""entrain_list1_sess1_EB.sce"","												
"   ""subject"": ""019"","												
"   ""timestamp"": ""2022/11/09 14:10:45 GMT"""												
}												
